id,9861,10021,12876,14380,15496,15697
148,3,2,0,2,1,1
149,1,1,1,2,2,3
150,4,2,4,4,2,0
151,1,3,0,0,1,0
152,0,0,0,1,1,1
153,1,2,0,1,5,3
154,2,2,3,2,0,0
155,0,2,1,2,2,0
156,0,1,0,0,1,0
157,1,2,0,0,0,1
158,0,0,0,0,0,0
159,1,0,0,1,0,1
160,2,0,1,1,0,0
161,1,0,0,0,1,1
162,0,2,0,0,1,0
163,4,1,0,1,3,3
164,1,3,2,3,0,1
165,1,3,1,1,0,1
166,1,3,0,0,0,0
167,3,2,1,0,1,0
168,1,1,1,1,0,0
169,1,0,0,1,0,0
170,2,2,0,0,1,0
171,0,5,1,2,1,1
172,3,2,0,3,1,1
173,3,2,1,1,1,2
174,0,0,0,0,0,1
175,2,0,1,4,1,2
176,4,4,0,0,0,1
177,0,2,1,2,0,2
178,1,3,2,2,2,1
179,1,2,0,0,0,0
180,4,3,2,0,1,0
181,5,5,2,12,9,7
182,0,0,0,1,0,0
183,0,1,2,0,0,1
184,4,5,2,11,4,3
185,0,1,0,2,4,6
186,1,2,0,3,1,3
187,0,0,0,1,1,0
188,9,9,4,7,4,6
189,6,2,2,4,2,3
190,1,1,1,0,0,0
191,0,0,0,0,0,0
192,1,0,0,0,2,2
193,0,2,0,2,1,0
194,1,2,3,5,2,4
195,0,0,2,1,2,1
196,0,0,0,0,0,0
197,0,1,0,1,2,0
198,1,1,0,0,4,3
199,0,0,0,1,0,1
200,0,1,0,0,0,1
201,0,0,0,0,2,1
202,0,0,0,0,1,1
203,0,0,0,0,0,0
204,0,2,1,0,1,1
205,1,0,1,1,0,0
206,0,0,1,2,5,1
207,1,1,1,3,2,0
208,6,0,0,0,2,1
209,0,0,0,0,1,0
210,0,0,3,0,0,1
211,1,0,3,1,3,2
212,1,0,1,1,0,1
213,0,1,1,0,0,1
214,1,0,0,1,0,1
215,2,0,0,1,0,0
216,1,0,1,1,0,2
217,0,0,0,1,1,0
218,2,5,3,1,3,1
219,0,2,0,0,1,1
220,1,2,0,4,1,1
221,0,1,2,1,0,2
222,1,0,2,1,0,2
223,3,0,1,1,1,2
224,0,0,0,1,1,0
225,0,0,3,1,2,0
226,1,0,0,0,0,0
227,0,1,0,3,2,0
228,0,0,2,0,1,1
229,1,0,2,1,0,1
230,1,0,0,1,0,2
231,1,3,6,3,3,7
232,1,1,1,2,1,0
233,0,1,1,0,0,0
234,3,1,2,3,1,2
235,1,2,0,1,1,1
236,2,0,1,0,0,0
237,0,1,0,0,0,0
238,1,0,2,2,3,1
239,2,0,1,3,2,3
240,1,1,0,1,0,0
241,0,2,1,0,1,1
242,2,1,0,0,1,1
243,3,0,3,2,0,3
244,0,0,0,0,0,1
245,1,1,2,2,3,1
246,1,0,0,1,0,0
247,1,2,2,0,0,2
248,1,0,3,1,2,3
249,0,1,0,1,5,2
250,3,2,1,2,1,2
251,0,0,0,1,1,0
252,2,3,0,0,0,0
253,1,0,1,2,0,3
254,2,3,0,2,1,0
255,1,1,2,2,1,1
256,3,2,0,2,1,2
257,2,0,1,3,6,3
258,1,4,1,0,1,0
259,2,0,0,0,0,0
260,0,0,0,0,0,1
261,1,0,0,1,1,0
262,1,0,0,0,0,1
263,0,1,0,0,0,1
264,2,0,0,0,2,0
265,0,1,0,0,0,0
266,1,2,0,1,1,2
267,2,4,0,4,1,2
268,2,2,0,4,2,1
269,0,0,0,0,0,0
270,0,7,0,0,0,0
271,1,1,2,4,4,3
272,0,2,1,2,1,2
273,3,5,7,5,6,3
274,0,0,1,0,0,1
275,0,0,1,0,1,0
276,3,3,0,3,2,2
277,2,0,2,0,1,0
278,0,0,0,1,1,1
279,0,0,1,1,2,1
280,1,0,3,1,2,0
281,0,0,1,0,0,0
282,0,2,1,1,0,0
283,0,0,0,1,1,0
284,1,0,0,0,0,0
285,0,0,0,1,0,1
286,0,0,1,0,1,3
287,1,1,1,1,1,1
288,2,0,0,1,2,1
289,0,0,0,1,3,1
290,0,1,0,1,1,1
291,2,0,0,1,0,1
292,0,0,0,0,0,0
293,0,0,0,1,1,0
294,2,1,0,0,0,0
295,0,0,2,0,0,0
296,2,0,0,1,0,0
297,2,1,3,1,0,0
298,2,0,2,3,0,1
299,0,0,1,3,0,0
300,0,0,1,2,0,0
301,0,2,3,1,0,3
302,9,4,2,10,6,12
303,1,0,0,0,3,2
304,2,1,0,0,1,1
305,3,0,3,4,0,6
306,1,1,0,0,2,2
307,3,0,1,4,4,1
308,2,1,0,1,1,1
309,4,1,0,1,1,1
310,4,0,0,0,1,2
311,4,1,4,5,4,7
312,1,0,3,3,1,1
313,7,3,2,6,4,3
314,12,4,3,8,2,6
315,5,5,3,5,5,5
316,1,2,2,3,1,3
317,2,2,3,2,0,2
318,4,1,3,0,2,1
319,0,0,1,0,0,1
320,0,1,1,1,1,2
321,0,2,3,0,1,0
322,0,0,0,2,2,1
323,3,1,0,1,0,3
324,0,0,0,2,0,0
325,2,0,1,0,1,0
326,0,1,0,0,0,3
327,0,0,0,2,0,1
328,1,2,4,3,4,2
329,1,0,0,3,1,1
330,1,1,1,1,0,0
331,1,5,0,1,3,0
